time,ax,ay,az,atotal
6.234,1.94,-0.83,2.51,3.28
6.244,2.66,-1.33,0.54,3.03
6.254,2.75,-1.99,-1.51,3.71
6.264,1.62,-2.19,-3.08,4.11
6.274,-0.39,-1.90,-2.86,3.46
6.284,-1.89,-1.54,-0.93,2.61
6.294,-2.22,-0.95,1.21,2.70
6.304,-1.66,-0.35,2.27,2.84
6.314,-1.11,-0.21,3.06,3.26
6.324,-0.59,-0.07,4.27,4.31
6.334,-1.04,0.40,1.27,1.69
6.344,-1.32,0.84,1.52,2.18
6.355,-1.30,1.13,2.02,2.65
6.365,-0.86,1.36,1.97,2.54
6.375,-0.27,1.34,2.01,2.44
6.385,0.07,1.38,3.40,3.68
6.395,0.07,2.06,6.02,6.36
6.405,0.02,2.08,0.45,2.13
6.415,-0.79,2.32,1.81,3.05
6.425,-1.34,2.57,2.48,3.81
6.435,-1.66,2.80,3.71,4.94
6.445,-1.77,3.24,5.17,6.35
6.455,-1.82,3.83,5.79,7.18
6.465,-1.76,4.45,5.88,7.58
6.476,-1.77,4.91,5.55,7.61
